user_id,date
325340c1-b717-419f-a872-afee7f6cd6d1,2016-05-03
c5a9520a-12c6-4a04-aef3-55258d855c44,2016-05-16
c5a9520a-12c6-4a04-aef3-55258d855c44,2016-05-16
c5a9520a-12c6-4a04-aef3-55258d855c44,2016-06-08
a873b06b-d7b5-43ca-b401-36888fc146f2,2016-05-03
c5a9520a-12c6-4a04-aef3-55258d855c44,2016-05-09
c5a9520a-12c6-4a04-aef3-55258d855c44,2016-05-31
a0d60a06-0409-497d-acf5-705e1382da98,2016-05-25
c5a9520a-12c6-4a04-aef3-55258d855c44,2016-05-07
53e7bc32-827c-49be-ba50-730b3ad12cce,2016-05-22
53e7bc32-827c-49be-ba50-730b3ad12cce,2016-05-04
97c5543f-0b14-4bc0-ad77-9028487e94da,2016-05-03
2674a5e1-ea3b-47a9-b29b-83cd6de75d55,2016-05-04
97c5543f-0b14-4bc0-ad77-9028487e94da,2016-06-09
037ba5f5-5e96-46aa-9055-5680d7f39617,2016-05-09
c5a9520a-12c6-4a04-aef3-55258d855c44,2016-05-13
c5a9520a-12c6-4a04-aef3-55258d855c44,2016-05-25
c5a9520a-12c6-4a04-aef3-55258d855c44,2016-05-03
b1188729-534d-4018-bbf4-c1681d7087b5,2016-05-12
4c8726a4-0d59-4c60-bc7c-1417b63a59ec,2016-05-03
c5a9520a-12c6-4a04-aef3-55258d855c44,2016-06-08
c5a9520a-12c6-4a04-aef3-55258d855c44,2016-05-25
53e7bc32-827c-49be-ba50-730b3ad12cce,2016-05-04
c5a9520a-12c6-4a04-aef3-55258d855c44,2016-05-30
c5a9520a-12c6-4a04-aef3-55258d855c44,2016-05-04
ec5e5608-a870-40b5-9ded-a2ddbb30d83b,2016-06-09
4c8726a4-0d59-4c60-bc7c-1417b63a59ec,2016-05-03
e23e0f8f-c4ec-4b9a-9ce3-1f8fb022f7ae,2016-05-11
001d9ae7-452d-4fda-9452-d743ea6ebdb6,2016-05-03
e23e0f8f-c4ec-4b9a-9ce3-1f8fb022f7ae,2016-05-11
4240c331-3205-47e1-871d-42aba15df59d,2016-05-04
97c5543f-0b14-4bc0-ad77-9028487e94da,2016-05-15
4c8726a4-0d59-4c60-bc7c-1417b63a59ec,2016-05-03
b1188729-534d-4018-bbf4-c1681d7087b5,2016-06-08
c5a9520a-12c6-4a04-aef3-55258d855c44,2016-05-09
97c5543f-0b14-4bc0-ad77-9028487e94da,2016-06-08
62032cd8-63e6-4e74-8a19-068e0e1ff8fe,2016-06-08
c5a9520a-12c6-4a04-aef3-55258d855c44,2016-06-02
